16611437623196,1,-0.385766,3.274669,9.572617
16611456935542,1,-0.491111,2.738368,9.630077
16611476269888,1,-0.586879,2.565986,9.270947
16611495634581,1,-0.759261,2.312200,9.673173
16611515043811,1,-0.811934,3.135806,9.510367
16611534289119,1,-0.309151,3.217209,8.930971
16611553621696,1,-0.596456,3.198055,9.428965
16611573262481,1,-0.419285,3.044826,9.314043
16611592409542,1,-0.467169,2.733580,9.534309
16611611674734,1,-0.270844,2.609081,9.007586
16611631084388,1,-0.677858,2.700061,9.701904
16611650412119,1,-0.471957,3.116652,10.046669
16611669700196,1,-0.716166,3.499724,9.979631
16611689144927,1,-0.452803,2.700061,9.232640
16611708333811,1,-0.376189,2.096722,9.251794
16611727974292,1,-0.409708,2.843713,9.218275
16611747032080,1,-0.548571,3.054403,9.620501
16611766351273,1,-0.735319,3.499724,10.013150
16611785688465,1,-0.371401,2.130241,9.409811
16611805112234,1,-0.117615,2.403180,8.993220
16611824393811,1,-0.500687,2.992154,9.625289
16611844034292,1,-0.792780,3.035249,9.883863
16611863071196,1,-0.467169,2.843713,9.510367
16611882711677,1,-0.213383,2.360084,9.026739
16611901747836,1,-0.596456,2.958635,9.697116
16611921080311,1,-0.787992,2.853290,10.003573
16611940419811,1,-0.222960,2.618658,9.079412
16611959766234,1,-0.376189,2.700061,8.859145
16611979262080,1,-0.840664,2.786252,9.582193
16611998448388,1,-0.926855,2.403180,9.764153
16612017771965,1,-0.424073,2.762310,9.175179
16612037412446,1,-0.653916,2.575562,9.534309
16612056515965,1,-0.787992,2.427122,9.443330
16612075856311,1,-0.385766,2.532467,9.199121
16612095189157,1,-0.730531,2.795829,9.649231
16612114558580,1,-0.486322,2.585139,9.337985
16612133805965,1,-0.424073,2.637812,9.357139
16612153144542,1,-0.701800,2.412757,9.917382
16612172484426,1,-0.404919,2.633023,9.160814
16612192124907,1,-0.361824,2.853290,9.543886
16612211424080,1,-0.811934,2.360084,9.577405
16612230460239,1,-0.433650,2.690484,8.777742
16612249813965,1,-0.596456,2.369661,9.395446
16612269179580,1,-0.596456,2.498948,9.448118
16612288595772,1,-0.428861,2.503736,9.620501
16612307832195,1,-0.859818,1.905186,9.950901
16612327192388,1,-0.486322,2.589928,9.337985
16612346832869,1,-0.716166,2.455853,9.563040
16612365869028,1,-0.404919,1.737592,9.639654
16612385187426,1,-0.500687,2.776675,9.491214
16612404614426,1,-0.615609,2.187702,9.893440
16612423901811,1,-0.342670,2.345719,9.692327
16612443198580,1,-0.754473,2.163760,9.366715
16612462602118,1,-0.495899,2.048838,9.807249
16612482069311,1,-0.443227,2.149395,9.745000
16612501601772,1,-0.505476,2.211644,9.041104
16612520637931,1,-0.333093,2.072780,9.649231
16612539894272,1,-0.376189,2.412757,9.515156
16612559257080,1,-0.251690,2.106299,9.194333
16612578598734,1,-0.289998,2.240374,9.405023
