33154024771825,1,0.456993,-1.585560,12.364256
33154044104402,1,1.136947,-0.723647,12.038645
33154063739748,1,1.812111,0.842160,12.809578
33154082775787,1,1.213561,1.579575,14.073716
33154102186825,1,0.729932,0.037709,13.321937
33154121482595,1,0.121805,-1.044471,10.846333
33154140879095,1,-0.299574,-0.350152,10.132860
33154160244479,1,-0.045789,0.186149,9.955689
33154179517518,1,0.514454,0.147842,10.247782
33154198850402,1,0.983718,-0.019752,10.645219
33154218426787,1,1.443404,0.545279,11.061810
33154237457402,1,1.826477,0.832584,11.013927
33154256839325,1,1.883937,0.937928,9.831191
33154276165402,1,1.429039,1.373673,8.610147
33154295439710,1,0.878373,1.728015,7.398682
33154314790910,1,0.691625,1.708861,6.627749
33154334129171,1,0.844854,1.933916,6.292561
33154353466902,1,0.720355,2.120664,6.172851
33154373068825,1,0.725144,2.072780,5.904700
33154392193556,1,0.284611,1.771111,5.842451
33154411539133,1,0.303764,1.732803,6.484097
33154430859094,1,0.222361,1.675343,6.795343
33154450113094,1,0.150535,2.039261,6.455366
33154469480325,1,-0.184653,2.355296,6.910264
33154488807902,1,-0.371401,2.101511,7.341221
33154508142364,1,-0.855029,1.761534,7.776966
33154527795926,1,-0.826299,1.871667,8.648455
33154546866248,1,-0.299574,1.948282,8.691550
33154566216633,1,0.083498,2.182913,8.614936
33154585557479,1,0.236727,2.724003,8.452130
33154604957940,1,0.270246,3.667318,9.519944
33154624207940,1,0.270246,3.399168,13.302783
33154643537710,1,0.227150,1.402404,14.911687
33154662874902,1,-0.347459,0.612317,13.604452
33154682528464,1,0.069133,1.081581,11.349114
33154701611863,1,0.078709,2.542044,11.612476
33154720901286,1,0.423474,3.135806,13.810354
33154740201209,1,0.346860,2.020108,14.949994
33154759482517,1,-0.558148,0.741604,13.709798
33154778813748,1,-1.137545,0.310648,11.234193
33154798207479,1,-1.017835,0.799065,8.878299
33154817478248,1,-0.251690,1.799841,7.159262
33154837131810,1,-0.017059,2.293047,6.354810
33154856247209,1,0.140959,2.637812,5.966949
33154875598709,1,0.040402,2.671330,5.943007
33154894841940,1,0.078709,2.618658,6.292561
33154914250786,1,-0.079308,2.379238,6.110601
