33152303872942,1,-0.807145,1.201291,11.440094
33152323284596,1,-0.759261,0.923563,11.736976
33152342635980,1,-0.749684,1.158195,12.120048
33152363708942,1,-0.941221,1.297059,12.258911
33152381387250,1,-1.501464,0.650624,12.215816
33152400615250,1,-2.315492,0.147842,11.660361
33152420657557,1,-2.621950,0.157419,10.884640
33152439356519,1,-2.459144,0.468665,9.510367
33152458617750,1,-2.119168,1.172560,8.265383
33152477986557,1,-1.420061,1.579575,7.413047
33152497393865,1,-0.998681,1.751957,7.451354
33152518273826,1,-0.802357,2.010531,7.475296
33152535979942,1,-0.754473,2.197278,8.021174
33152555319673,1,-0.610821,2.245163,8.150461
33152575312365,1,-0.424073,2.115876,8.069058
33152594085326,1,-0.424073,2.226009,8.423400
33152613428326,1,-0.213383,2.125453,8.839992
33152632732134,1,-0.524629,1.957858,9.333197
33152652178096,1,-0.687435,2.044050,9.333197
33152673018865,1,-0.658705,2.111087,8.969278
33152690718557,1,-0.606032,2.278682,8.313267
33152710004096,1,-0.692224,2.422333,7.547122
33152729983403,1,-0.658705,2.465429,7.331644
33152748642326,1,-0.835876,2.374449,6.986879
33152768083019,1,-1.027412,2.249951,6.651691
33152787338711,1,-1.444003,2.312200,6.608595
33152806741249,1,-1.726519,2.321777,7.159262
33152826526095,1,-2.100014,1.694496,7.259818
33152845343057,1,-1.558925,1.115099,6.531981
33152864722634,1,-0.179864,1.622670,7.240664
33152883990519,1,0.504877,2.106299,10.755353
33152903407634,1,0.849642,0.880468,12.991537
33152922765595,1,1.002871,-0.704494,13.767259
33152942017942,1,0.188843,-1.355717,13.791201
33152961330980,1,0.447416,-1.231218,12.560580
33152982294365,1,0.399532,-0.292691,11.918935
33153000072557,1,0.854431,0.152630,11.578958
33153019338403,1,0.246303,0.305859,11.713034
33153039330711,1,-0.878971,-0.072425,11.808802
33153058071095,1,-1.362600,-0.441132,11.037868
33153077403518,1,-1.309928,-0.560842,9.194333
33153096733403,1,-1.027412,-0.182558,8.212710
33153116100826,1,-0.400131,0.329801,8.274960
33153137059711,1,0.447416,0.157419,10.027515
33153154781595,1,0.500089,0.133477,11.267712
33153174042595,1,0.255880,0.061651,11.066599
33153194136518,1,-0.222960,-0.038906,9.989208
33153212754018,1,-1.108815,-0.038906,9.060258
33153232142672,1,-2.085649,1.052850,8.562263
33153251680864,1,-1.664269,2.719215,8.969278
33153270769787,1,-0.438438,3.298611,9.491214
33153292003480,1,-0.280421,2.905962,9.500791
33153309364326,1,-1.070507,2.240374,8.361151
33153328693864,1,-1.812710,1.589151,7.551911
33153348111134,1,-2.420837,0.880468,7.657256
33153367429441,1,-2.353800,0.564433,8.887876
33153386767095,1,-1.898901,0.339378,10.037092
33153406027941,1,-1.678635,0.052074,10.846333
33153425461403,1,-1.712153,-0.259172,10.760141
33153446725787,1,-1.530194,-0.465074,10.966043
33153464131364,1,-1.400907,-0.307056,11.449671
33153483461749,1,-0.639551,-0.489016,11.310807
33153502853287,1,-0.270844,-0.359729,11.851897
33153522041441,1,0.083498,-0.541688,12.713810
33153541379210,1,-0.835876,-1.365294,13.494319
33153560731480,1,-1.918055,-2.179322,13.585299
33153580045364,1,-2.329858,-2.729989,12.713810
33153599884787,1,-2.066495,-2.911948,11.200674
33153618789441,1,-1.558925,-2.346916,9.496002
33153638149672,1,-0.931644,-1.777096,9.261371
33153657560287,1,-0.773626,-1.322198,9.381081
33153676819633,1,-0.874183,-1.116297,8.442554
33153696119826,1,-0.673070,-0.752378,8.035540
33153715456979,1,-0.280421,-1.082778,9.017162
33153734746018,1,0.236727,-0.924760,7.551911
33153754453787,1,-0.203806,-0.259172,7.144897
33153773419056,1,-0.596456,0.205303,7.288548
33153792725441,1,-0.309151,-0.053271,7.484873
33153812145826,1,-0.874183,-0.445920,7.379528
33153831470210,1,-1.242890,-0.589572,7.465719
33153850756441,1,-1.036989,-0.733224,7.685986
33153870096710,1,-0.687435,-0.814627,8.179192
33153889432672,1,-0.653916,-0.642245,7.930194
33153909063402,1,-0.912490,-0.599149,8.064270
33153928098441,1,-0.409708,-0.670975,8.298902
