72,-5.248090,-7.872135,2.106897,-0.000399,0.010110,0.007716,35.866001,12.031000,34.730999,101105.562500,18.275335,31.600000,0.000000,0.000000
92,-5.228936,-7.852982,2.106897,-0.000532,0.009844,0.003858,35.866001,12.031000,34.730999,101105.562500,18.275335,31.600000,0.000000,0.000000
112,-5.267244,-7.852982,2.068590,-0.004390,0.002128,0.000266,35.639000,12.031000,34.730999,101105.226563,18.301744,31.600000,0.000000,0.000000
132,-5.267244,-7.852982,2.068590,-0.008780,-0.004257,0.000399,35.866001,12.031000,34.730999,101105.226563,18.301744,31.600000,0.000000,0.000000
152,-5.267244,-7.852982,2.087744,-0.010243,-0.003459,0.000000,35.866001,12.257999,34.730999,101104.890625,18.330795,31.600000,0.000000,0.000000
172,-5.267244,-7.852982,2.087744,-0.007050,-0.001330,-0.002794,35.866001,12.031000,34.730999,101104.890625,18.330795,31.600000,0.000000,0.000000
192,-5.267244,-7.852982,2.087744,-0.003858,-0.003326,-0.005853,35.639000,11.804000,34.730999,101104.968750,18.325514,31.600000,0.000000,0.000000
212,-5.286397,-7.872135,2.106897,-0.002128,-0.004523,-0.003592,35.866001,12.031000,34.730999,101104.968750,18.325514,31.600000,0.000000,0.000000
232,-5.286397,-7.872135,2.106897,0.000399,-0.003991,0.001463,35.866001,12.031000,34.730999,101104.812500,18.338718,31.600000,0.000000,0.000000
252,-5.267244,-7.852982,2.106897,0.006651,0.002794,0.001729,35.866001,12.031000,34.503998,101104.812500,18.338718,31.600000,0.000000,0.000000
272,-5.228936,-7.833828,2.106897,0.014899,0.014367,-0.003193,35.639000,12.257999,34.730999,101104.890625,18.330795,31.600000,0.000000,0.000000
292,-5.228936,-7.833828,2.106897,0.014766,0.013835,-0.004656,35.639000,12.257999,34.730999,101104.890625,18.330795,31.600000,0.000000,0.000000
312,-5.267244,-7.852982,2.068590,0.004257,0.004257,0.000798,35.639000,12.031000,34.958000,101104.718750,18.344000,31.600000,0.000000,0.000000
332,-5.267244,-7.872135,2.087744,-0.007050,-0.002395,0.004922,35.639000,12.031000,34.730999,101104.718750,18.344000,31.600000,0.000000,0.000000
352,-5.267244,-7.872135,2.087744,-0.010908,-0.006518,0.003459,35.866001,12.257999,34.730999,101104.796875,18.338718,31.610001,0.000000,0.000000
372,-5.267244,-7.872135,2.106897,-0.008115,-0.007184,0.001995,35.866001,12.031000,34.730999,101104.796875,18.338718,31.610001,0.000000,0.000000
392,-5.267244,-7.872135,2.106897,-0.001596,-0.007849,0.001995,35.866001,12.031000,34.958000,101104.468750,18.365128,31.610001,0.000000,0.000000
